Time,RH.ACC.X,RH.ACC.Y,RH.ACC.Z,RH.GY.X,RH.GY.Y,RH.GY.Z,LH.ACC.X,LH.ACC.Y,LH.ACC.Z,LH.GY.X,LH.GY.Y,LH.GY.Z,RT.ACC.X,RT.ACC.Y,RT.ACC.Z,RT.GY.X,RT.GY.Y,RT.GY.Z,LT.ACC.X,LT.ACC.Y,LT.ACC.Z,LT.GY.X,LT.GY.Y,LT.GY.Z
0.1485,0.21337889999999998,-1.1220700000000001,0.3286133,-47.56098,10.79268,58.170730000000006,-0.06787109,-0.9716796999999998,0.1728516,-72.68293,-3.4756099999999996,-59.817069999999994,0.46386720000000004,-0.4033203,0.7167969,43.414629999999995,-14.085370000000001,-44.085370000000005,0.01904297,-0.5717773,1.088867,12.987810000000001,31.82927,-39.81707
0.1512,0.1416016,-1.114258,0.2514648,-47.13415,11.70732,57.682930000000006,-0.12353519999999998,-0.9160155999999999,0.17773440000000001,-73.90244,-8.658536999999999,-63.96341999999999,0.4702148,-0.402832,0.7480469,40.36586,-4.878049,-42.13415,-0.03710938,-0.5717773,1.0703129999999998,20.12195,32.0122,-38.23171
0.1539,0.09765625,-1.111816,0.2021484,-46.95122,11.95122,57.9878,-0.1787109,-0.9091796999999998,0.2006836,-74.45121999999999,-12.2561,-66.40244,0.45214840000000006,-0.3266602,0.8125,37.19512,8.597561,-41.15854,-0.159668,-0.6220703000000001,0.9707030999999999,23.41463,31.768290000000004,-35.85366
0.1566,0.06738281,-1.1206049999999999,0.128418,-46.890240000000006,11.890239999999999,57.86586,-0.22021479999999996,-0.9086914,0.24560549999999998,-73.96342,-18.23171,-71.82927,0.4370117,-0.26318359999999996,0.8330078000000002,36.28049,11.219510000000001,-41.524390000000004,-0.2553711,-0.6977539,0.8198242,21.28049,17.439020000000003,-23.59756
0.1593,0.09375,-1.1376950000000001,0.1230469,-47.0122,11.158539999999999,56.524390000000004,-0.33203130000000003,-0.9072266,0.40380859999999996,-72.2561,-20.73171,-75.0,0.3676758,-0.1630859,0.828125,33.65854,6.707317,-40.12195,-0.31787109999999996,-0.8100586,0.9204101999999998,23.59756,7.682927,-14.87805
0.162,0.21826170000000003,-1.185547,0.16455079999999997,-46.097559999999994,9.268292,51.585370000000005,-0.3911133,-0.8925780999999999,0.5039063,-65.18293,-23.65854,-80.2439,0.3183594,-0.17236329999999997,0.7675781,31.951220000000003,1.52439,-37.86586,-0.3061523,-0.8613280999999999,0.9282226999999998,39.87805,0.3048781,0.3658537
0.1647,0.29150390000000004,-1.222168,0.2041016,-45.2439,8.902439,49.2683,-0.4785156,-0.8569336,0.6347656,-60.42683,-25.42683,-83.84147,0.31347659999999994,-0.22802729999999996,0.7402344,27.37805,-7.378049000000001,-32.37805,-0.2700195,-0.9794921999999998,0.9545898000000002,45.18293,-3.7195120000000004,4.512194999999999
0.1674,0.362793,-1.2578129999999998,0.2592773,-41.7683,8.841464,45.54878,-0.46582029999999996,-0.847168,0.640625,-51.097559999999994,-29.63415,-93.47561,0.3354492,-0.3911133,0.7416991999999999,24.63415,-8.353659,-30.36585,-0.253418,-1.0708010000000001,1.033691,51.524390000000004,-17.68293,6.890244
0.1701,0.355957,-1.2421879999999998,0.2563477,-40.426829999999995,10.36585,44.63415,-0.4628906,-0.8808594000000001,0.5717773,-45.426829999999995,-36.097559999999994,-105.4268,0.34130859999999996,-0.4663085999999999,0.7695313,19.87805,-2.987805,-29.207320000000003,-0.2006836,-1.295898,1.191406,56.7683,-30.609759999999998,5.487805000000001
0.1728,0.32568359999999996,-1.1801760000000001,0.19335940000000001,-37.62195,12.987810000000001,45.79268,-0.4042969,-0.9326171999999998,0.5219727,-42.9878,-40.79268,-112.2561,0.3652344,-0.5068359,0.8291016,18.10976,1.52439,-30.12195,-0.13085940000000001,-1.458496,1.038086,74.20732,-68.17073,-0.42682929999999997
0.1755,0.32275390000000004,-1.151367,0.1577148,-36.64634,13.841460000000001,46.524390000000004,-0.23583979999999996,-1.0620120000000002,0.49316409999999994,-36.7683,-47.86586,-127.0732,0.3701172,-0.4785156,0.8505859,15.792679999999999,3.8414639999999998,-34.5122,-0.07568359,-1.496582,0.875,81.46342,-87.43903,-4.512194999999999
0.1782,0.28662109999999996,-1.126953,0.1318359,-35.67073,13.597560000000001,46.402440000000006,-0.1572266,-1.1176760000000001,0.48779300000000003,-31.219509999999996,-52.073170000000005,-132.0732,0.3330078,-0.36962890000000004,0.8662109,15.975610000000001,-7.1341470000000005,-39.69512,0.0703125,-1.4848629999999998,0.6425781,84.08537,-112.0122,-14.5122
0.1809,0.2490234,-1.134766,0.1303711,-35.30488,15.792679999999999,47.439029999999995,-0.004882813,-1.20166,0.4140625,-23.292679999999997,-57.195119999999996,-135.6707,0.31494140000000004,-0.30712890000000004,0.871582,16.58537,-14.695120000000001,-40.85366,0.1435547,-1.440918,0.6186523,81.34147,-113.9634,-20.18293
0.1836,0.1889648,-1.192871,0.1191406,-35.426829999999995,17.439020000000003,47.926829999999995,0.1318359,-1.353516,0.3520508,-23.59756,-57.37805,-133.9024,0.32910159999999994,-0.2060547,0.8608398000000002,16.707320000000003,-27.195120000000003,-40.609759999999994,0.24804690000000001,-1.2783200000000001,0.6914063,74.87805,-94.93903,-32.2561
0.1863,0.16357420000000003,-1.2626950000000001,0.11230470000000001,-34.87805,19.26829,47.7439,0.32714840000000006,-1.88916,0.33837890000000004,-35.18293,-30.487809999999996,-113.4146,0.3500977,-0.175293,0.8491211,15.792679999999999,-31.646340000000002,-40.914629999999995,0.2519531,-1.1640629999999998,0.7392578000000001,74.2683,-59.7561,-41.7683
0.18899999999999997,0.16796879999999997,-1.302734,0.1196289,-33.71951,17.86585,47.62195,-2.086426,-3.3984379999999996,-0.37890630000000003,-84.63415,48.71951,-31.768290000000004,0.3823242,-0.1982422,0.8598633,12.5,-34.024390000000004,-39.573170000000005,0.15673829999999997,-0.9394530999999999,0.7236328000000001,78.23170999999999,-44.14634,-43.902440000000006
0.1917,0.1494141,-1.330566,0.09960938,-31.89025,16.76829,46.64634,-2.359375,-3.216797,0.4428710999999999,-177.7439,36.28049,212.43900000000002,0.3730469,-0.22119139999999998,0.8603516,10.18293,-28.719509999999996,-37.31707,0.06738281,-0.8349609,0.5571289,99.02439,-32.19512,-44.20732
0.1944,0.1704102,-1.3251950000000001,0.09814453,-31.219509999999996,17.7439,47.68293,-1.818848,-0.9780273000000002,1.6591799999999999,-127.2561,-26.341459999999998,245.2439,0.45800779999999996,-0.23876950000000002,0.7792969,3.4756099999999996,-18.71951,-36.7683,-0.1708984,-0.6601563,-0.04199219,108.3537,-34.390240000000006,-41.82927
